m4_ratio,m4_pvalue,bonferroni_survivors,total_tests,sf_per_capita,portland_per_capita,replication_ratio,replication_success
0.6170981424175646,0.007590720495384673,5,10,21.304347826086957,61.230769230769226,0,False
